candidate_id,keyword,volume,cpc,currency,scope,branded,core_group_id,counted_core_volume,group_id,counted_volume,exclusion_or_condition,endpoint,observed_at_utc,source,monthly_searches_json
B1,étendoir a linge,60500,0.26,USD_DOCUMENTED,parent,False,,,,,séchage général ou autre format,keywords_data/google_ads/search_volume/live,2026-09-03T14:41:41.614360+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-2.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 60500}, {""year"": 2026, ""month"": 6, ""search_volume"": 49500}, {""year"": 2026, ""month"": 5, ""search_volume"": 60500}, {""year"": 2026, ""month"": 4, ""search_volume"": 60500}, {""year"": 2026, ""month"": 3, ""search_volume"": 74000}, {""year"": 2026, ""month"": 2, ""search_volume"": 60500}, {""year"": 2026, ""month"": 1, ""search_volume"": 60500}, {""year"": 2025, ""month"": 12, ""search_volume"": 60500}, {""year"": 2025, ""month"": 11, ""search_volume"": 74000}, {""year"": 2025, ""month"": 10, ""search_volume"": 74000}, {""year"": 2025, ""month"": 9, ""search_volume"": 74000}, {""year"": 2025, ""month"": 8, ""search_volume"": 74000}]"
B1,linge etendoir,18100,0.27,USD_DOCUMENTED,parent,False,,,,,séchage général ou autre format,keywords_data/google_ads/search_volume/live,2026-09-03T14:41:36.469628+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-1.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 18100}, {""year"": 2026, ""month"": 6, ""search_volume"": 18100}, {""year"": 2026, ""month"": 5, ""search_volume"": 18100}, {""year"": 2026, ""month"": 4, ""search_volume"": 18100}, {""year"": 2026, ""month"": 3, ""search_volume"": 22200}, {""year"": 2026, ""month"": 2, ""search_volume"": 18100}, {""year"": 2026, ""month"": 1, ""search_volume"": 22200}, {""year"": 2025, ""month"": 12, ""search_volume"": 18100}, {""year"": 2025, ""month"": 11, ""search_volume"": 22200}, {""year"": 2025, ""month"": 10, ""search_volume"": 22200}, {""year"": 2025, ""month"": 9, ""search_volume"": 22200}, {""year"": 2025, ""month"": 8, ""search_volume"": 22200}]"
B1,etendoir à linge,18100,0.27,USD_DOCUMENTED,parent,False,,,,,séchage général ou autre format,keywords_data/google_ads/search_volume/live,2026-09-03T14:41:36.469628+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-1.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 18100}, {""year"": 2026, ""month"": 6, ""search_volume"": 18100}, {""year"": 2026, ""month"": 5, ""search_volume"": 18100}, {""year"": 2026, ""month"": 4, ""search_volume"": 18100}, {""year"": 2026, ""month"": 3, ""search_volume"": 22200}, {""year"": 2026, ""month"": 2, ""search_volume"": 18100}, {""year"": 2026, ""month"": 1, ""search_volume"": 22200}, {""year"": 2025, ""month"": 12, ""search_volume"": 18100}, {""year"": 2025, ""month"": 11, ""search_volume"": 22200}, {""year"": 2025, ""month"": 10, ""search_volume"": 22200}, {""year"": 2025, ""month"": 9, ""search_volume"": 22200}, {""year"": 2025, ""month"": 8, ""search_volume"": 22200}]"
B1,etendoir pour le linge,18100,0.27,USD_DOCUMENTED,parent,False,,,,,séchage général ou autre format,keywords_data/google_ads/search_volume/live,2026-09-03T14:41:36.469628+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-1.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 18100}, {""year"": 2026, ""month"": 6, ""search_volume"": 18100}, {""year"": 2026, ""month"": 5, ""search_volume"": 18100}, {""year"": 2026, ""month"": 4, ""search_volume"": 18100}, {""year"": 2026, ""month"": 3, ""search_volume"": 22200}, {""year"": 2026, ""month"": 2, ""search_volume"": 18100}, {""year"": 2026, ""month"": 1, ""search_volume"": 22200}, {""year"": 2025, ""month"": 12, ""search_volume"": 18100}, {""year"": 2025, ""month"": 11, ""search_volume"": 22200}, {""year"": 2025, ""month"": 10, ""search_volume"": 22200}, {""year"": 2025, ""month"": 9, ""search_volume"": 22200}, {""year"": 2025, ""month"": 8, ""search_volume"": 22200}]"
B1,etendoir linge,18100,0.27,USD_DOCUMENTED,parent,False,,,,,séchage général ou autre format,keywords_data/google_ads/search_volume/live,2026-09-03T14:41:36.469628+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-1.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 18100}, {""year"": 2026, ""month"": 6, ""search_volume"": 18100}, {""year"": 2026, ""month"": 5, ""search_volume"": 18100}, {""year"": 2026, ""month"": 4, ""search_volume"": 18100}, {""year"": 2026, ""month"": 3, ""search_volume"": 22200}, {""year"": 2026, ""month"": 2, ""search_volume"": 18100}, {""year"": 2026, ""month"": 1, ""search_volume"": 22200}, {""year"": 2025, ""month"": 12, ""search_volume"": 18100}, {""year"": 2025, ""month"": 11, ""search_volume"": 22200}, {""year"": 2025, ""month"": 10, ""search_volume"": 22200}, {""year"": 2025, ""month"": 9, ""search_volume"": 22200}, {""year"": 2025, ""month"": 8, ""search_volume"": 22200}]"
B1,etendoir pour linge,18100,0.27,USD_DOCUMENTED,parent,False,,,,,séchage général ou autre format,keywords_data/google_ads/search_volume/live,2026-09-03T14:41:36.469628+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-1.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 18100}, {""year"": 2026, ""month"": 6, ""search_volume"": 18100}, {""year"": 2026, ""month"": 5, ""search_volume"": 18100}, {""year"": 2026, ""month"": 4, ""search_volume"": 18100}, {""year"": 2026, ""month"": 3, ""search_volume"": 22200}, {""year"": 2026, ""month"": 2, ""search_volume"": 18100}, {""year"": 2026, ""month"": 1, ""search_volume"": 22200}, {""year"": 2025, ""month"": 12, ""search_volume"": 18100}, {""year"": 2025, ""month"": 11, ""search_volume"": 22200}, {""year"": 2025, ""month"": 10, ""search_volume"": 22200}, {""year"": 2025, ""month"": 9, ""search_volume"": 22200}, {""year"": 2025, ""month"": 8, ""search_volume"": 22200}]"
B1,etendoir colonne,18100,0.27,USD_DOCUMENTED,parent,False,,,,,séchage général ou autre format,keywords_data/google_ads/search_volume/live,2026-09-03T14:41:36.469628+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-1.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 18100}, {""year"": 2026, ""month"": 6, ""search_volume"": 18100}, {""year"": 2026, ""month"": 5, ""search_volume"": 18100}, {""year"": 2026, ""month"": 4, ""search_volume"": 18100}, {""year"": 2026, ""month"": 3, ""search_volume"": 22200}, {""year"": 2026, ""month"": 2, ""search_volume"": 18100}, {""year"": 2026, ""month"": 1, ""search_volume"": 22200}, {""year"": 2025, ""month"": 12, ""search_volume"": 18100}, {""year"": 2025, ""month"": 11, ""search_volume"": 22200}, {""year"": 2025, ""month"": 10, ""search_volume"": 22200}, {""year"": 2025, ""month"": 9, ""search_volume"": 22200}, {""year"": 2025, ""month"": 8, ""search_volume"": 22200}]"
B1,étendoir à linge,18100,0.27,USD_DOCUMENTED,parent,False,,,,,séchage général ou autre format,keywords_data/google_ads/search_volume/live,2026-09-03T14:41:41.614360+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-2.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 18100}, {""year"": 2026, ""month"": 6, ""search_volume"": 18100}, {""year"": 2026, ""month"": 5, ""search_volume"": 18100}, {""year"": 2026, ""month"": 4, ""search_volume"": 18100}, {""year"": 2026, ""month"": 3, ""search_volume"": 22200}, {""year"": 2026, ""month"": 2, ""search_volume"": 18100}, {""year"": 2026, ""month"": 1, ""search_volume"": 22200}, {""year"": 2025, ""month"": 12, ""search_volume"": 18100}, {""year"": 2025, ""month"": 11, ""search_volume"": 22200}, {""year"": 2025, ""month"": 10, ""search_volume"": 22200}, {""year"": 2025, ""month"": 9, ""search_volume"": 22200}, {""year"": 2025, ""month"": 8, ""search_volume"": 22200}]"
B1,etendoir exterieur linge,14800,0.26,USD_DOCUMENTED,incompatible,False,,,,,"autre mécanisme/matière, extérieur ou composant non promis",keywords_data/google_ads/search_volume/live,2026-09-03T14:41:36.469628+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-1.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 18100}, {""year"": 2026, ""month"": 6, ""search_volume"": 18100}, {""year"": 2026, ""month"": 5, ""search_volume"": 27100}, {""year"": 2026, ""month"": 4, ""search_volume"": 33100}, {""year"": 2026, ""month"": 3, ""search_volume"": 22200}, {""year"": 2026, ""month"": 2, ""search_volume"": 9900}, {""year"": 2026, ""month"": 1, ""search_volume"": 5400}, {""year"": 2025, ""month"": 12, ""search_volume"": 3600}, {""year"": 2025, ""month"": 11, ""search_volume"": 6600}, {""year"": 2025, ""month"": 10, ""search_volume"": 8100}, {""year"": 2025, ""month"": 9, ""search_volume"": 12100}, {""year"": 2025, ""month"": 8, ""search_volume"": 18100}]"
B1,etendoir linge extérieur,14800,0.26,USD_DOCUMENTED,incompatible,False,,,,,"autre mécanisme/matière, extérieur ou composant non promis",keywords_data/google_ads/search_volume/live,2026-09-03T14:41:36.469628+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-1.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 18100}, {""year"": 2026, ""month"": 6, ""search_volume"": 18100}, {""year"": 2026, ""month"": 5, ""search_volume"": 27100}, {""year"": 2026, ""month"": 4, ""search_volume"": 33100}, {""year"": 2026, ""month"": 3, ""search_volume"": 22200}, {""year"": 2026, ""month"": 2, ""search_volume"": 9900}, {""year"": 2026, ""month"": 1, ""search_volume"": 5400}, {""year"": 2025, ""month"": 12, ""search_volume"": 3600}, {""year"": 2025, ""month"": 11, ""search_volume"": 6600}, {""year"": 2025, ""month"": 10, ""search_volume"": 8100}, {""year"": 2025, ""month"": 9, ""search_volume"": 12100}, {""year"": 2025, ""month"": 8, ""search_volume"": 18100}]"
