candidate_id,keyword,volume,cpc,currency,scope,branded,core_group_id,counted_core_volume,group_id,counted_volume,exclusion_or_condition,endpoint,observed_at_utc,source,monthly_searches_json
C6,poêle en titane,4400,1.22,USD_DOCUMENTED,core,False,G0001,4400,G0001,4400,"poêle titane, composition à prouver",keywords_data/google_ads/search_volume/live,2026-09-03T14:41:45.663971+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-3.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 8100}, {""year"": 2026, ""month"": 6, ""search_volume"": 5400}, {""year"": 2026, ""month"": 5, ""search_volume"": 8100}, {""year"": 2026, ""month"": 4, ""search_volume"": 3600}, {""year"": 2026, ""month"": 3, ""search_volume"": 4400}, {""year"": 2026, ""month"": 2, ""search_volume"": 2400}, {""year"": 2026, ""month"": 1, ""search_volume"": 3600}, {""year"": 2025, ""month"": 12, ""search_volume"": 3600}, {""year"": 2025, ""month"": 11, ""search_volume"": 2400}, {""year"": 2025, ""month"": 10, ""search_volume"": 3600}, {""year"": 2025, ""month"": 9, ""search_volume"": 2400}, {""year"": 2025, ""month"": 8, ""search_volume"": 1000}]"
C6,poele en titane,4400,1.22,USD_DOCUMENTED,core,False,G0001,0,G0001,0,"poêle titane, composition à prouver",keywords_data/google_ads/search_volume/live,2026-09-03T14:41:45.663971+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-3.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 8100}, {""year"": 2026, ""month"": 6, ""search_volume"": 5400}, {""year"": 2026, ""month"": 5, ""search_volume"": 8100}, {""year"": 2026, ""month"": 4, ""search_volume"": 3600}, {""year"": 2026, ""month"": 3, ""search_volume"": 4400}, {""year"": 2026, ""month"": 2, ""search_volume"": 2400}, {""year"": 2026, ""month"": 1, ""search_volume"": 3600}, {""year"": 2025, ""month"": 12, ""search_volume"": 3600}, {""year"": 2025, ""month"": 11, ""search_volume"": 2400}, {""year"": 2025, ""month"": 10, ""search_volume"": 3600}, {""year"": 2025, ""month"": 9, ""search_volume"": 2400}, {""year"": 2025, ""month"": 8, ""search_volume"": 1000}]"
C6,poêle titane,2400,1.36,USD_DOCUMENTED,core,False,G0001,0,G0001,0,"poêle titane, composition à prouver",keywords_data/google_ads/search_volume/live,2026-09-03T14:41:45.663971+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-3.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 3600}, {""year"": 2026, ""month"": 6, ""search_volume"": 3600}, {""year"": 2026, ""month"": 5, ""search_volume"": 3600}, {""year"": 2026, ""month"": 4, ""search_volume"": 2400}, {""year"": 2026, ""month"": 3, ""search_volume"": 2900}, {""year"": 2026, ""month"": 2, ""search_volume"": 1900}, {""year"": 2026, ""month"": 1, ""search_volume"": 2900}, {""year"": 2025, ""month"": 12, ""search_volume"": 2400}, {""year"": 2025, ""month"": 11, ""search_volume"": 1600}, {""year"": 2025, ""month"": 10, ""search_volume"": 1900}, {""year"": 2025, ""month"": 9, ""search_volume"": 1600}, {""year"": 2025, ""month"": 8, ""search_volume"": 720}]"
C6,poele titane,2400,1.36,USD_DOCUMENTED,core,False,G0001,0,G0001,0,"poêle titane, composition à prouver",keywords_data/google_ads/search_volume/live,2026-09-03T14:41:45.663971+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-3.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 3600}, {""year"": 2026, ""month"": 6, ""search_volume"": 3600}, {""year"": 2026, ""month"": 5, ""search_volume"": 3600}, {""year"": 2026, ""month"": 4, ""search_volume"": 2400}, {""year"": 2026, ""month"": 3, ""search_volume"": 2900}, {""year"": 2026, ""month"": 2, ""search_volume"": 1900}, {""year"": 2026, ""month"": 1, ""search_volume"": 2900}, {""year"": 2025, ""month"": 12, ""search_volume"": 2400}, {""year"": 2025, ""month"": 11, ""search_volume"": 1600}, {""year"": 2025, ""month"": 10, ""search_volume"": 1900}, {""year"": 2025, ""month"": 9, ""search_volume"": 1600}, {""year"": 2025, ""month"": 8, ""search_volume"": 720}]"
C6,poele sans teflon,1000,0.97,USD_DOCUMENTED,parent,False,,,,,absence de PFAS/Téflon ne désigne pas le titane,keywords_data/google_ads/search_volume/live,2026-09-03T14:41:45.663971+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-3.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 480}, {""year"": 2026, ""month"": 6, ""search_volume"": 390}, {""year"": 2026, ""month"": 5, ""search_volume"": 720}, {""year"": 2026, ""month"": 4, ""search_volume"": 720}, {""year"": 2026, ""month"": 3, ""search_volume"": 1000}, {""year"": 2026, ""month"": 2, ""search_volume"": 1000}, {""year"": 2026, ""month"": 1, ""search_volume"": 1300}, {""year"": 2025, ""month"": 12, ""search_volume"": 1300}, {""year"": 2025, ""month"": 11, ""search_volume"": 1600}, {""year"": 2025, ""month"": 10, ""search_volume"": 1000}, {""year"": 2025, ""month"": 9, ""search_volume"": 1300}, {""year"": 2025, ""month"": 8, ""search_volume"": 1000}]"
C6,poêle en titane avis,880,1.03,USD_DOCUMENTED,core,False,G0002,880,G0002,880,"poêle titane, composition à prouver",keywords_data/google_ads/search_volume/live,2026-09-03T14:41:45.663971+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-3.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 1900}, {""year"": 2026, ""month"": 6, ""search_volume"": 1600}, {""year"": 2026, ""month"": 5, ""search_volume"": 1900}, {""year"": 2026, ""month"": 4, ""search_volume"": 880}, {""year"": 2026, ""month"": 3, ""search_volume"": 1000}, {""year"": 2026, ""month"": 2, ""search_volume"": 720}, {""year"": 2026, ""month"": 1, ""search_volume"": 880}, {""year"": 2025, ""month"": 12, ""search_volume"": 720}, {""year"": 2025, ""month"": 11, ""search_volume"": 260}, {""year"": 2025, ""month"": 10, ""search_volume"": 320}, {""year"": 2025, ""month"": 9, ""search_volume"": 260}, {""year"": 2025, ""month"": 8, ""search_volume"": 90}]"
C6,poele en titane avis,880,1.03,USD_DOCUMENTED,core,False,G0002,0,G0002,0,"poêle titane, composition à prouver",keywords_data/google_ads/search_volume/live,2026-09-03T14:41:45.663971+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-3.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 1900}, {""year"": 2026, ""month"": 6, ""search_volume"": 1600}, {""year"": 2026, ""month"": 5, ""search_volume"": 1900}, {""year"": 2026, ""month"": 4, ""search_volume"": 880}, {""year"": 2026, ""month"": 3, ""search_volume"": 1000}, {""year"": 2026, ""month"": 2, ""search_volume"": 720}, {""year"": 2026, ""month"": 1, ""search_volume"": 880}, {""year"": 2025, ""month"": 12, ""search_volume"": 720}, {""year"": 2025, ""month"": 11, ""search_volume"": 260}, {""year"": 2025, ""month"": 10, ""search_volume"": 320}, {""year"": 2025, ""month"": 9, ""search_volume"": 260}, {""year"": 2025, ""month"": 8, ""search_volume"": 90}]"
C6,poêle sans pfas,880,1.42,USD_DOCUMENTED,parent,False,,,,,absence de PFAS/Téflon ne désigne pas le titane,keywords_data/google_ads/search_volume/live,2026-09-03T14:07:59.780753+00:00,2026-09-03-test-decouverte-couplee/raw/43-c6-controls.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 480}, {""year"": 2026, ""month"": 6, ""search_volume"": 480}, {""year"": 2026, ""month"": 5, ""search_volume"": 720}, {""year"": 2026, ""month"": 4, ""search_volume"": 880}, {""year"": 2026, ""month"": 3, ""search_volume"": 880}, {""year"": 2026, ""month"": 2, ""search_volume"": 880}, {""year"": 2026, ""month"": 1, ""search_volume"": 1000}, {""year"": 2025, ""month"": 12, ""search_volume"": 1000}, {""year"": 2025, ""month"": 11, ""search_volume"": 1300}, {""year"": 2025, ""month"": 10, ""search_volume"": 1000}, {""year"": 2025, ""month"": 9, ""search_volume"": 880}, {""year"": 2025, ""month"": 8, ""search_volume"": 720}]"
C6,poêle titane avis,720,1.25,USD_DOCUMENTED,core,False,G0002,0,G0002,0,"poêle titane, composition à prouver",keywords_data/google_ads/search_volume/live,2026-09-03T14:41:45.663971+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-3.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 1300}, {""year"": 2026, ""month"": 6, ""search_volume"": 1300}, {""year"": 2026, ""month"": 5, ""search_volume"": 1600}, {""year"": 2026, ""month"": 4, ""search_volume"": 720}, {""year"": 2026, ""month"": 3, ""search_volume"": 720}, {""year"": 2026, ""month"": 2, ""search_volume"": 590}, {""year"": 2026, ""month"": 1, ""search_volume"": 720}, {""year"": 2025, ""month"": 12, ""search_volume"": 480}, {""year"": 2025, ""month"": 11, ""search_volume"": 210}, {""year"": 2025, ""month"": 10, ""search_volume"": 170}, {""year"": 2025, ""month"": 9, ""search_volume"": 140}, {""year"": 2025, ""month"": 8, ""search_volume"": 70}]"
C6,poele titane avis,720,1.25,USD_DOCUMENTED,core,False,G0002,0,G0002,0,"poêle titane, composition à prouver",keywords_data/google_ads/search_volume/live,2026-09-03T14:41:45.663971+00:00,2026-09-03-qualification-9-produits-pur/raw/20-controls-3.json.gz,"[{""year"": 2026, ""month"": 7, ""search_volume"": 1300}, {""year"": 2026, ""month"": 6, ""search_volume"": 1300}, {""year"": 2026, ""month"": 5, ""search_volume"": 1600}, {""year"": 2026, ""month"": 4, ""search_volume"": 720}, {""year"": 2026, ""month"": 3, ""search_volume"": 720}, {""year"": 2026, ""month"": 2, ""search_volume"": 590}, {""year"": 2026, ""month"": 1, ""search_volume"": 720}, {""year"": 2025, ""month"": 12, ""search_volume"": 480}, {""year"": 2025, ""month"": 11, ""search_volume"": 210}, {""year"": 2025, ""month"": 10, ""search_volume"": 170}, {""year"": 2025, ""month"": 9, ""search_volume"": 140}, {""year"": 2025, ""month"": 8, ""search_volume"": 70}]"
