candidate_id,query,product_id,title,discovery_price,currency,rating_discovery,orders_discovery,canonical_url,raw,observed_at_utc,confidence
A1,folding lock,1005008904135607,"Serrure de porte coulissante sans perçage pour enfants, serrure de sécurité pour fenêtre coulissante, limiteur Anti-chute de grande hauteur, loquet de sécurité antivol",2.96,EUR,4.4,"5,000+",https://www.aliexpress.com/item/1005008904135607.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005008226144228,Serrure de vélo serrure à chaîne en fil d'acier VTT moto Code antivol serrure à câble métallique en acier serrure à bagages serrure de casque,3.89,EUR,4.5,"5,000+",https://www.aliexpress.com/item/1005008226144228.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005008148359428,"Loquet magnétique pour armoire, porte Ultra fine, aimants puissants, bouchon adhésif Invisible, serrure magnétique pour tiroir, pour ferme- placard de cuisine",2.00,EUR,4.7,"5,000+",https://www.aliexpress.com/item/1005008148359428.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005008071247809,"Serrure de sécurité pour tiroir de bébé, serrures d'armoire de sécurité pour enfants, loquets adhésifs pour porte de tiroir d'armoire, sangles de sécurité pour bébé",1.45,EUR,4.5,"4,000+",https://www.aliexpress.com/item/1005008071247809.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005008570592245,"KERUI – cadenas intelligent à empreintes digitales, étanche, serrure de porte sans clé, Type C, cadenas de sécurité Rechargeable pour maison",13.29,EUR,4.7,"4,000+",https://www.aliexpress.com/item/1005008570592245.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005009504412305,"Serrure antivol pour vélo électrique, frein de vélo, poignée de guidon, Portable, prévention du vol, serrures de moto, accessoires de cyclisme",4.39,EUR,4.5,"3,000+",https://www.aliexpress.com/item/1005009504412305.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005010371049096,"Verrouillage du volant de voiture, câble en acier antivol, dispositif de sécurité universel adapté aux véhicules, prévention du vol, corde de sécurité Durable",11.19,EUR,4.8,"3,000+",https://www.aliexpress.com/item/1005010371049096.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005010255340340,"Verrou de guidon de moto antivol, poignée d'accélérateur, frein d'embrayage, réglable, universel pour motos, Scooter, vélo électrique",6.99,EUR,4.2,"2,000+",https://www.aliexpress.com/item/1005010255340340.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005006381994699,"MELCabinet-Serrure de boîte aux lettres, serrure de Psychà came, planche Chi, porte, languette, 2 clés, quincaillerie de meubles",2.37,EUR,4.7,"2,000+",https://www.aliexpress.com/item/1005006381994699.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005010137532981,DOMEN vélo antivol chaîne serrure vélo Portable métal acier avec 2 clés serrure de sécurité moto vélo serrure vélo accessoires,4.19,EUR,4.5,"2,000+",https://www.aliexpress.com/item/1005010137532981.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005008592276711,"Loquets à crochet à vent pour Support de fenêtre, limiteur réglable, attelle à vent, bouchon de Position, protection de verrouillage à battants",3.19,EUR,4.8,"2,000+",https://www.aliexpress.com/item/1005008592276711.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005002469003503,"Serrure de tiroir de sécurité pour bébé, Anti-pincement, serrure de tiroir d'armoire à main, boucle de sécurité en plastique blanc pour enfants, Protection des enfants",1.47,EUR,4.6,"2,000+",https://www.aliexpress.com/item/1005002469003503.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005009670806233,"Serrure de porte coulissante à 90/180 degrés, sécurité domestique, petits loquets de porte, quincaillerie antivol, boulons de porte en alliage de Zinc",3.19,EUR,4.7,"2,000+",https://www.aliexpress.com/item/1005009670806233.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005005916455512,"Bouchon de ceinture coulissante, serrures d'armoire, sangles de sécurité, serrure antivol, fenêtre, porte coulissante, bébé enfants, serrure de sécurité pour enfants",2.10,EUR,4.6,"2,000+",https://www.aliexpress.com/item/1005005916455512.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005005913707811,4 pièces porte doigt pincement gardes bébé preuve portes Slam bouchon Extra doux mousse Design élégant sécurité enfant bébé sécurité doigt protéger,2.74,EUR,4.9,"2,000+",https://www.aliexpress.com/item/1005005913707811.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005010246850477,"Ensemble d'outils d'ouverture rapide de serrure de porte, outil de serrurier professionnel avec 2 petites clés pour la maison et la vie de la maison",3.59,EUR,4.7,"1,000+",https://www.aliexpress.com/item/1005010246850477.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005009708741097,"Boîte de verrouillage à clé murale, Code de mot de passe à 4 chiffres, serrure de sécurité sans clé pour la maison et le bureau, coffre-fort, boîte de rangement secrète, organisateur",4.99,EUR,4.4,"2,000+",https://www.aliexpress.com/item/1005009708741097.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005009929925528,40-1 pièces Mini sécurité douane serrure combinaison Code numéro serrure cadenas mot de passe cadenas pour valise tiroir armoire bagages Zip,2.64,EUR,4.6,"1,000+",https://www.aliexpress.com/item/1005009929925528.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding lock,1005007166629181,"Verrou mécanique à mot de passe pour porte, sécurité coulissante, pour petites portes, armoires, porte de grange, salle de bains, Garage extérieur, jardin",3.39,EUR,4.5,"1,000+",https://www.aliexpress.com/item/1005007166629181.html,sourcing/A1-search-0.json,2026-09-03T14:38:04.316799+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005010756173675,"Porte de caravane avec porte moustiquaire, cadre en alliage d'aluminium, verre acrylique certifié E-mark, verrouillage à trois points",698.39,EUR,,,https://www.aliexpress.com/item/1005010756173675.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005012365223628,"Articulation de genou prothétique pneumatique en alliage Al-Mg – Verrouillage géométrique 5 axes pour membre inférieur, pièces et composants de prothèse",573.99,EUR,,,https://www.aliexpress.com/item/1005012365223628.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005010487263990,Nouveau système de verrouillage cadre en alliage d'aluminium haute résistance porte de passager RV porte d'entrée de camping-car porte de camping-car,615.69,EUR,,,https://www.aliexpress.com/item/1005010487263990.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005008942109596,Cadre en alliage d'aluminium serrure boîte à outils mot de passe sangle portable électricien boîte à outils organisateur voiture mécanicien outils étui matériel,102.99,EUR,,,https://www.aliexpress.com/item/1005008942109596.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005009937565417,Serrure antivol pour volant de voiture avec deux crochets,236.88,EUR,,,https://www.aliexpress.com/item/1005009937565417.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005012178849689,"Serrure de porte haut de gamme universelle pour chambre, bureau, salon, ensemble de serrures en bois massif (incluant charnière et butée de porte)",141.69,EUR,,,https://www.aliexpress.com/item/1005012178849689.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005012748798576,LR078705 LR078707 Actionneur de serrure de porte avant droite pour Land Rover Range Rover Sport Jaguar XE sans fermeture assistée Accessoires de voiture,126.69,EUR,,,https://www.aliexpress.com/item/1005012748798576.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005004438371857,Outil de serrurier AKK MUL-8X7 MUL-7X7 MUL-5 pour clés plates à 8/7 goupilles – Nouveauté,62.99,EUR,0.0,2,https://www.aliexpress.com/item/1005004438371857.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005009206079761,"Serrure de porte intérieure, canal d'entrée coulissant, poignée universelle Simple pour la maison, serrure de porte verticale à un mot",90.99,EUR,5.0,13,https://www.aliexpress.com/item/1005009206079761.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005009120591048,1 ensemble dentaire Artex BN modèle Standard articulateur fonctionnel modèle de dents échelle précise modèle de plâtre équipement de laboratoire de dentisterie,90.99,EUR,4.0,13,https://www.aliexpress.com/item/1005009120591048.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005010102679209,"Coffre-fort de coffre de voiture, coffre-fort, organisateur de coffre-fort, boîte de sécurité de rangement en métal, verrouillage par mot de passe pour 4 course à partir de 2010",75.69,EUR,,,https://www.aliexpress.com/item/1005010102679209.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005011823321879,Serrure magnétique à trois barres avec clé pour porte de chambre intérieure silencieuse à languette simple en alliage de zinc,38.79,EUR,5.0,5,https://www.aliexpress.com/item/1005011823321879.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
